file,parameter,value,expected_value,status,used_by_current_pipeline,action_needed
configs/config_v33f_multiL_all_irreps_v33e_v3.in,eta_2,0.5,0.5,PASS,yes,none
configs/config_v33f_multiL_all_irreps_v33e_v3.in,alpha,0.5,0.5,PASS,yes,none
configs/config_v33f_multiL_all_irreps_v33e_v3.in,epsilon_h,0.0,0.0,PASS,yes,none
configs/config_v33f_multiL_all_irreps_v33e_v3.in,max_shell_num,20,20,PASS,yes,none
configs/config_v33f_multiL_all_irreps_v33e_v3.in,tolerance,1e-12,1e-12,PASS,yes,none
configs/config_v33f_multiL_all_irreps_v33e_v3.in,parity,-1,-1,PASS,yes,none
configs/config_v33f_multiL_all_irreps_v33e_v3.in,eig_tol,0.05,0.05,PASS,yes,none
configs/config_v33f_multiL_all_irreps_v33e_v3.in,norm_tol,1e-12,1e-12,PASS,yes,none
configs/config_v33f_multiL_all_irreps_v33e_v3.in,proj_tol,1e-10,1e-10,PASS,yes,none
configs/config_v33f_multiL_all_irreps_v33e_v3.in,waves_vec_1,0 1,0 1,PASS,yes,none
configs/config_v33f_multiL_all_irreps_v33e_v3.in,waves_vec_2,0,0,PASS,yes,none
configs/config_v33f_multiL_all_irreps_v33e_v3.in,scatter1_00,4.04,4.04,PASS,yes,none
configs/config_v33f_multiL_all_irreps_v33e_v3.in,scatter1_10,-43.2,-43.2,PASS,yes,none
configs/config_v33f_multiL_all_irreps_v33e_v3.in,scatter2_00,4.12,4.12,PASS,yes,none
configs/config_v33g_build_runtime_cache.in,xi,3.444,3.444,PASS,yes,none
configs/config_v33g_build_runtime_cache.in,atmK,0.09698,0.09698,PASS,yes,none
configs/config_v33g_build_runtime_cache.in,atmpi,0.06906,0.06906,PASS,yes,none
configs/config_v33g_build_runtime_cache.in,eta_1,1.0,1.0,PASS,yes,none
configs/config_v33g_build_runtime_cache.in,eta_2,0.5,0.5,PASS,yes,none
configs/config_v33g_build_runtime_cache.in,alpha,0.5,0.5,PASS,yes,none
configs/config_v33g_build_runtime_cache.in,epsilon_h,0.0,0.0,PASS,yes,none
configs/config_v33g_build_runtime_cache.in,max_shell_num,20,20,PASS,yes,none
configs/config_v33g_build_runtime_cache.in,tolerance,1e-12,1e-12,PASS,yes,none
configs/config_v33g_build_runtime_cache.in,parity,-1,-1,PASS,yes,none
configs/config_v33g_build_runtime_cache.in,eig_tol,0.05,0.05,PASS,yes,none
configs/config_v33g_build_runtime_cache.in,norm_tol,1e-12,1e-12,PASS,yes,none
configs/config_v33g_build_runtime_cache.in,proj_tol,1e-10,1e-10,PASS,yes,none
configs/config_v33g_build_runtime_cache.in,waves_vec_1,0 1,0 1,PASS,yes,none
configs/config_v33g_build_runtime_cache.in,waves_vec_2,0,0,PASS,yes,none
configs/config_v33g_build_runtime_cache.in,scatter1_00,4.04,4.04,PASS,yes,none
configs/config_v33g_build_runtime_cache.in,scatter1_10,-43.2,-43.2,PASS,yes,none
configs/config_v33g_build_runtime_cache.in,scatter2_00,4.12,4.12,PASS,yes,none
configs/config_v33g_build_runtime_cache_000A1m.in,xi,3.444,3.444,PASS,yes,none
configs/config_v33g_build_runtime_cache_000A1m.in,atmK,0.09698,0.09698,PASS,yes,none
configs/config_v33g_build_runtime_cache_000A1m.in,atmpi,0.06906,0.06906,PASS,yes,none
configs/config_v33g_build_runtime_cache_000A1m.in,eta_1,1.0,1.0,PASS,yes,none
configs/config_v33g_build_runtime_cache_000A1m.in,eta_2,0.5,0.5,PASS,yes,none
configs/config_v33g_build_runtime_cache_000A1m.in,alpha,0.5,0.5,PASS,yes,none
configs/config_v33g_build_runtime_cache_000A1m.in,epsilon_h,0.0,0.0,PASS,yes,none
configs/config_v33g_build_runtime_cache_000A1m.in,max_shell_num,20,20,PASS,yes,none
configs/config_v33g_build_runtime_cache_000A1m.in,tolerance,1e-12,1e-12,PASS,yes,none
configs/config_v33g_build_runtime_cache_000A1m.in,parity,-1,-1,PASS,yes,none
configs/config_v33g_build_runtime_cache_000A1m.in,eig_tol,0.05,0.05,PASS,yes,none
configs/config_v33g_build_runtime_cache_000A1m.in,norm_tol,1e-12,1e-12,PASS,yes,none
configs/config_v33g_build_runtime_cache_000A1m.in,proj_tol,1e-10,1e-10,PASS,yes,none
configs/config_v33g_build_runtime_cache_000A1m.in,waves_vec_1,0 1,0 1,PASS,yes,none
configs/config_v33g_build_runtime_cache_000A1m.in,waves_vec_2,0,0,PASS,yes,none
configs/config_v33g_build_runtime_cache_000A1m.in,scatter1_00,4.04,4.04,PASS,yes,none
configs/config_v33g_build_runtime_cache_000A1m.in,scatter1_10,-43.2,-43.2,PASS,yes,none
configs/config_v33g_build_runtime_cache_000A1m.in,scatter2_00,4.12,4.12,PASS,yes,none
configs/config_v33g_multiL_000A1m_runtime_smoke.in,xi,3.444,3.444,PASS,yes,none
configs/config_v33g_multiL_000A1m_runtime_smoke.in,atmK,0.09698,0.09698,PASS,yes,none
configs/config_v33g_multiL_000A1m_runtime_smoke.in,atmpi,0.06906,0.06906,PASS,yes,none
configs/config_v33g_multiL_000A1m_runtime_smoke.in,eta_1,1.0,1.0,PASS,yes,none
configs/config_v33g_multiL_000A1m_runtime_smoke.in,eta_2,0.5,0.5,PASS,yes,none
configs/config_v33g_multiL_000A1m_runtime_smoke.in,alpha,0.5,0.5,PASS,yes,none
configs/config_v33g_multiL_000A1m_runtime_smoke.in,epsilon_h,0.0,0.0,PASS,yes,none
configs/config_v33g_multiL_000A1m_runtime_smoke.in,max_shell_num,20,20,PASS,yes,none
configs/config_v33g_multiL_000A1m_runtime_smoke.in,tolerance,1e-12,1e-12,PASS,yes,none
configs/config_v33g_multiL_000A1m_runtime_smoke.in,parity,-1,-1,PASS,yes,none
configs/config_v33g_multiL_000A1m_runtime_smoke.in,eig_tol,0.05,0.05,PASS,yes,none
configs/config_v33g_multiL_000A1m_runtime_smoke.in,norm_tol,1e-12,1e-12,PASS,yes,none
configs/config_v33g_multiL_000A1m_runtime_smoke.in,proj_tol,1e-10,1e-10,PASS,yes,none
configs/config_v33g_multiL_000A1m_runtime_smoke.in,waves_vec_1,0 1,0 1,PASS,yes,none
configs/config_v33g_multiL_000A1m_runtime_smoke.in,waves_vec_2,0,0,PASS,yes,none
configs/config_v33g_multiL_000A1m_runtime_smoke.in,scatter1_00,4.04,4.04,PASS,yes,none
configs/config_v33g_multiL_000A1m_runtime_smoke.in,scatter1_10,-43.2,-43.2,PASS,yes,none
configs/config_v33g_multiL_000A1m_runtime_smoke.in,scatter2_00,4.12,4.12,PASS,yes,none
configs/config_v33g_multiL_all_irreps_runtime.in,xi,3.444,3.444,PASS,yes,none
configs/config_v33g_multiL_all_irreps_runtime.in,atmK,0.09698,0.09698,PASS,yes,none
configs/config_v33g_multiL_all_irreps_runtime.in,atmpi,0.06906,0.06906,PASS,yes,none
configs/config_v33g_multiL_all_irreps_runtime.in,eta_1,1.0,1.0,PASS,yes,none
configs/config_v33g_multiL_all_irreps_runtime.in,eta_2,0.5,0.5,PASS,yes,none
configs/config_v33g_multiL_all_irreps_runtime.in,alpha,0.5,0.5,PASS,yes,none
configs/config_v33g_multiL_all_irreps_runtime.in,epsilon_h,0.0,0.0,PASS,yes,none
configs/config_v33g_multiL_all_irreps_runtime.in,max_shell_num,20,20,PASS,yes,none
configs/config_v33g_multiL_all_irreps_runtime.in,tolerance,1e-12,1e-12,PASS,yes,none
configs/config_v33g_multiL_all_irreps_runtime.in,parity,-1,-1,PASS,yes,none
configs/config_v33g_multiL_all_irreps_runtime.in,eig_tol,0.05,0.05,PASS,yes,none
configs/config_v33g_multiL_all_irreps_runtime.in,norm_tol,1e-12,1e-12,PASS,yes,none
configs/config_v33g_multiL_all_irreps_runtime.in,proj_tol,1e-10,1e-10,PASS,yes,none
configs/config_v33g_multiL_all_irreps_runtime.in,waves_vec_1,0 1,0 1,PASS,yes,none
configs/config_v33g_multiL_all_irreps_runtime.in,waves_vec_2,0,0,PASS,yes,none
configs/config_v33g_multiL_all_irreps_runtime.in,scatter1_00,4.04,4.04,PASS,yes,none
configs/config_v33g_multiL_all_irreps_runtime.in,scatter1_10,-43.2,-43.2,PASS,yes,none
configs/config_v33g_multiL_all_irreps_runtime.in,scatter2_00,4.12,4.12,PASS,yes,none
configs/config_v33g_validate_runtime_vs_v33f.in,xi,3.444,3.444,PASS,yes,none
configs/config_v33g_validate_runtime_vs_v33f.in,atmK,0.09698,0.09698,PASS,yes,none
configs/config_v33g_validate_runtime_vs_v33f.in,atmpi,0.06906,0.06906,PASS,yes,none
configs/config_v33g_validate_runtime_vs_v33f.in,eta_1,1.0,1.0,PASS,yes,none
configs/config_v33g_validate_runtime_vs_v33f.in,eta_2,0.5,0.5,PASS,yes,none
configs/config_v33g_validate_runtime_vs_v33f.in,alpha,0.5,0.5,PASS,yes,none
configs/config_v33g_validate_runtime_vs_v33f.in,epsilon_h,0.0,0.0,PASS,yes,none
configs/config_v33g_validate_runtime_vs_v33f.in,max_shell_num,20,20,PASS,yes,none
configs/config_v33g_validate_runtime_vs_v33f.in,tolerance,1e-12,1e-12,PASS,yes,none
configs/config_v33g_validate_runtime_vs_v33f.in,parity,-1,-1,PASS,yes,none
configs/config_v33g_validate_runtime_vs_v33f.in,eig_tol,0.05,0.05,PASS,yes,none
configs/config_v33g_validate_runtime_vs_v33f.in,norm_tol,1e-12,1e-12,PASS,yes,none
configs/config_v33g_validate_runtime_vs_v33f.in,proj_tol,1e-10,1e-10,PASS,yes,none
configs/config_v33g_validate_runtime_vs_v33f.in,waves_vec_1,0 1,0 1,PASS,yes,none
configs/config_v33g_validate_runtime_vs_v33f.in,waves_vec_2,0,0,PASS,yes,none
configs/config_v33g_validate_runtime_vs_v33f.in,scatter1_00,4.04,4.04,PASS,yes,none
configs/config_v33g_validate_runtime_vs_v33f.in,scatter1_10,-43.2,-43.2,PASS,yes,none
configs/config_v33g_validate_runtime_vs_v33f.in,scatter2_00,4.12,4.12,PASS,yes,none
configs/config_v33g_validate_runtime_vs_v33f_000A1m.in,xi,3.444,3.444,PASS,yes,none
configs/config_v33g_validate_runtime_vs_v33f_000A1m.in,atmK,0.09698,0.09698,PASS,yes,none
configs/config_v33g_validate_runtime_vs_v33f_000A1m.in,atmpi,0.06906,0.06906,PASS,yes,none
configs/config_v33g_validate_runtime_vs_v33f_000A1m.in,eta_1,1.0,1.0,PASS,yes,none
configs/config_v33g_validate_runtime_vs_v33f_000A1m.in,eta_2,0.5,0.5,PASS,yes,none
configs/config_v33g_validate_runtime_vs_v33f_000A1m.in,alpha,0.5,0.5,PASS,yes,none
configs/config_v33g_validate_runtime_vs_v33f_000A1m.in,epsilon_h,0.0,0.0,PASS,yes,none
configs/config_v33g_validate_runtime_vs_v33f_000A1m.in,max_shell_num,20,20,PASS,yes,none
configs/config_v33g_validate_runtime_vs_v33f_000A1m.in,tolerance,1e-12,1e-12,PASS,yes,none
configs/config_v33g_validate_runtime_vs_v33f_000A1m.in,parity,-1,-1,PASS,yes,none
configs/config_v33g_validate_runtime_vs_v33f_000A1m.in,eig_tol,0.05,0.05,PASS,yes,none
configs/config_v33g_validate_runtime_vs_v33f_000A1m.in,norm_tol,1e-12,1e-12,PASS,yes,none
configs/config_v33g_validate_runtime_vs_v33f_000A1m.in,proj_tol,1e-10,1e-10,PASS,yes,none
configs/config_v33g_validate_runtime_vs_v33f_000A1m.in,waves_vec_1,0 1,0 1,PASS,yes,none
configs/config_v33g_validate_runtime_vs_v33f_000A1m.in,waves_vec_2,0,0,PASS,yes,none
configs/config_v33g_validate_runtime_vs_v33f_000A1m.in,scatter1_00,4.04,4.04,PASS,yes,none
configs/config_v33g_validate_runtime_vs_v33f_000A1m.in,scatter1_10,-43.2,-43.2,PASS,yes,none
configs/config_v33g_validate_runtime_vs_v33f_000A1m.in,scatter2_00,4.12,4.12,PASS,yes,none
configs/config_v33m_multiL_all_irreps_fastest_production.in,xi,3.444,3.444,PASS,yes,none
configs/config_v33m_multiL_all_irreps_fastest_production.in,atmK,0.09698,0.09698,PASS,yes,none
configs/config_v33m_multiL_all_irreps_fastest_production.in,atmpi,0.06906,0.06906,PASS,yes,none
configs/config_v33m_multiL_all_irreps_fastest_production.in,eta_1,1.0,1.0,PASS,yes,none
configs/config_v33m_multiL_all_irreps_fastest_production.in,eta_2,0.5,0.5,PASS,yes,none
configs/config_v33m_multiL_all_irreps_fastest_production.in,alpha,0.5,0.5,PASS,yes,none
configs/config_v33m_multiL_all_irreps_fastest_production.in,epsilon_h,0.0,0.0,PASS,yes,none
configs/config_v33m_multiL_all_irreps_fastest_production.in,max_shell_num,20,20,PASS,yes,none
configs/config_v33m_multiL_all_irreps_fastest_production.in,tolerance,1e-12,1e-12,PASS,yes,none
configs/config_v33m_multiL_all_irreps_fastest_production.in,parity,-1,-1,PASS,yes,none
configs/config_v33m_multiL_all_irreps_fastest_production.in,eig_tol,0.05,0.05,PASS,yes,none
configs/config_v33m_multiL_all_irreps_fastest_production.in,norm_tol,1e-12,1e-12,PASS,yes,none
configs/config_v33m_multiL_all_irreps_fastest_production.in,proj_tol,1e-10,1e-10,PASS,yes,none
configs/config_v33m_multiL_all_irreps_fastest_production.in,waves_vec_1,0 1,0 1,PASS,yes,none
configs/config_v33m_multiL_all_irreps_fastest_production.in,waves_vec_2,0,0,PASS,yes,none
configs/config_v33m_multiL_all_irreps_fastest_production.in,scatter1_00,4.04,4.04,PASS,yes,none
configs/config_v33m_multiL_all_irreps_fastest_production.in,scatter1_10,-43.2,-43.2,PASS,yes,none
configs/config_v33m_multiL_all_irreps_fastest_production.in,scatter2_00,4.12,4.12,PASS,yes,none
configs/v33n_cutoff_scan/config_v33n_Ecmcut_0p315.in,xi,3.444,3.444,PASS,yes,none
configs/v33n_cutoff_scan/config_v33n_Ecmcut_0p315.in,atmK,0.09698,0.09698,PASS,yes,none
configs/v33n_cutoff_scan/config_v33n_Ecmcut_0p315.in,atmpi,0.06906,0.06906,PASS,yes,none
configs/v33n_cutoff_scan/config_v33n_Ecmcut_0p315.in,eta_1,1.0,1.0,PASS,yes,none
configs/v33n_cutoff_scan/config_v33n_Ecmcut_0p315.in,eta_2,0.5,0.5,PASS,yes,none
configs/v33n_cutoff_scan/config_v33n_Ecmcut_0p315.in,alpha,0.5,0.5,PASS,yes,none
configs/v33n_cutoff_scan/config_v33n_Ecmcut_0p315.in,epsilon_h,0.0,0.0,PASS,yes,none
configs/v33n_cutoff_scan/config_v33n_Ecmcut_0p315.in,max_shell_num,20,20,PASS,yes,none
configs/v33n_cutoff_scan/config_v33n_Ecmcut_0p315.in,tolerance,1e-12,1e-12,PASS,yes,none
configs/v33n_cutoff_scan/config_v33n_Ecmcut_0p315.in,parity,-1,-1,PASS,yes,none
configs/v33n_cutoff_scan/config_v33n_Ecmcut_0p315.in,eig_tol,0.05,0.05,PASS,yes,none
configs/v33n_cutoff_scan/config_v33n_Ecmcut_0p315.in,norm_tol,1e-12,1e-12,PASS,yes,none
configs/v33n_cutoff_scan/config_v33n_Ecmcut_0p315.in,proj_tol,1e-10,1e-10,PASS,yes,none
configs/v33n_cutoff_scan/config_v33n_Ecmcut_0p315.in,waves_vec_1,0 1,0 1,PASS,yes,none
configs/v33n_cutoff_scan/config_v33n_Ecmcut_0p315.in,waves_vec_2,0,0,PASS,yes,none
configs/v33n_cutoff_scan/config_v33n_Ecmcut_0p315.in,scatter1_00,4.04,4.04,PASS,yes,none
configs/v33n_cutoff_scan/config_v33n_Ecmcut_0p315.in,scatter1_10,-43.2,-43.2,PASS,yes,none
configs/v33n_cutoff_scan/config_v33n_Ecmcut_0p315.in,scatter2_00,4.12,4.12,PASS,yes,none
configs/v33n_cutoff_scan/config_v33n_Ecmcut_0p325.in,xi,3.444,3.444,PASS,yes,none
configs/v33n_cutoff_scan/config_v33n_Ecmcut_0p325.in,atmK,0.09698,0.09698,PASS,yes,none
configs/v33n_cutoff_scan/config_v33n_Ecmcut_0p325.in,atmpi,0.06906,0.06906,PASS,yes,none
configs/v33n_cutoff_scan/config_v33n_Ecmcut_0p325.in,eta_1,1.0,1.0,PASS,yes,none
configs/v33n_cutoff_scan/config_v33n_Ecmcut_0p325.in,eta_2,0.5,0.5,PASS,yes,none
configs/v33n_cutoff_scan/config_v33n_Ecmcut_0p325.in,alpha,0.5,0.5,PASS,yes,none
configs/v33n_cutoff_scan/config_v33n_Ecmcut_0p325.in,epsilon_h,0.0,0.0,PASS,yes,none
configs/v33n_cutoff_scan/config_v33n_Ecmcut_0p325.in,max_shell_num,20,20,PASS,yes,none
configs/v33n_cutoff_scan/config_v33n_Ecmcut_0p325.in,tolerance,1e-12,1e-12,PASS,yes,none
configs/v33n_cutoff_scan/config_v33n_Ecmcut_0p325.in,parity,-1,-1,PASS,yes,none
configs/v33n_cutoff_scan/config_v33n_Ecmcut_0p325.in,eig_tol,0.05,0.05,PASS,yes,none
configs/v33n_cutoff_scan/config_v33n_Ecmcut_0p325.in,norm_tol,1e-12,1e-12,PASS,yes,none
configs/v33n_cutoff_scan/config_v33n_Ecmcut_0p325.in,proj_tol,1e-10,1e-10,PASS,yes,none
configs/v33n_cutoff_scan/config_v33n_Ecmcut_0p325.in,waves_vec_1,0 1,0 1,PASS,yes,none
configs/v33n_cutoff_scan/config_v33n_Ecmcut_0p325.in,waves_vec_2,0,0,PASS,yes,none
configs/v33n_cutoff_scan/config_v33n_Ecmcut_0p325.in,scatter1_00,4.04,4.04,PASS,yes,none
configs/v33n_cutoff_scan/config_v33n_Ecmcut_0p325.in,scatter1_10,-43.2,-43.2,PASS,yes,none
configs/v33n_cutoff_scan/config_v33n_Ecmcut_0p325.in,scatter2_00,4.12,4.12,PASS,yes,none
configs/v33n_cutoff_scan/config_v33n_Ecmcut_0p335.in,xi,3.444,3.444,PASS,yes,none
configs/v33n_cutoff_scan/config_v33n_Ecmcut_0p335.in,atmK,0.09698,0.09698,PASS,yes,none
configs/v33n_cutoff_scan/config_v33n_Ecmcut_0p335.in,atmpi,0.06906,0.06906,PASS,yes,none
configs/v33n_cutoff_scan/config_v33n_Ecmcut_0p335.in,eta_1,1.0,1.0,PASS,yes,none
configs/v33n_cutoff_scan/config_v33n_Ecmcut_0p335.in,eta_2,0.5,0.5,PASS,yes,none
configs/v33n_cutoff_scan/config_v33n_Ecmcut_0p335.in,alpha,0.5,0.5,PASS,yes,none
configs/v33n_cutoff_scan/config_v33n_Ecmcut_0p335.in,epsilon_h,0.0,0.0,PASS,yes,none
configs/v33n_cutoff_scan/config_v33n_Ecmcut_0p335.in,max_shell_num,20,20,PASS,yes,none
configs/v33n_cutoff_scan/config_v33n_Ecmcut_0p335.in,tolerance,1e-12,1e-12,PASS,yes,none
configs/v33n_cutoff_scan/config_v33n_Ecmcut_0p335.in,parity,-1,-1,PASS,yes,none
configs/v33n_cutoff_scan/config_v33n_Ecmcut_0p335.in,eig_tol,0.05,0.05,PASS,yes,none
configs/v33n_cutoff_scan/config_v33n_Ecmcut_0p335.in,norm_tol,1e-12,1e-12,PASS,yes,none
configs/v33n_cutoff_scan/config_v33n_Ecmcut_0p335.in,proj_tol,1e-10,1e-10,PASS,yes,none
configs/v33n_cutoff_scan/config_v33n_Ecmcut_0p335.in,waves_vec_1,0 1,0 1,PASS,yes,none
configs/v33n_cutoff_scan/config_v33n_Ecmcut_0p335.in,waves_vec_2,0,0,PASS,yes,none
configs/v33n_cutoff_scan/config_v33n_Ecmcut_0p335.in,scatter1_00,4.04,4.04,PASS,yes,none
configs/v33n_cutoff_scan/config_v33n_Ecmcut_0p335.in,scatter1_10,-43.2,-43.2,PASS,yes,none
configs/v33n_cutoff_scan/config_v33n_Ecmcut_0p335.in,scatter2_00,4.12,4.12,PASS,yes,none
configs/v33n_cutoff_scan/config_v33n_Ecmcut_0p345.in,xi,3.444,3.444,PASS,yes,none
configs/v33n_cutoff_scan/config_v33n_Ecmcut_0p345.in,atmK,0.09698,0.09698,PASS,yes,none
configs/v33n_cutoff_scan/config_v33n_Ecmcut_0p345.in,atmpi,0.06906,0.06906,PASS,yes,none
configs/v33n_cutoff_scan/config_v33n_Ecmcut_0p345.in,eta_1,1.0,1.0,PASS,yes,none
configs/v33n_cutoff_scan/config_v33n_Ecmcut_0p345.in,eta_2,0.5,0.5,PASS,yes,none
configs/v33n_cutoff_scan/config_v33n_Ecmcut_0p345.in,alpha,0.5,0.5,PASS,yes,none
configs/v33n_cutoff_scan/config_v33n_Ecmcut_0p345.in,epsilon_h,0.0,0.0,PASS,yes,none
configs/v33n_cutoff_scan/config_v33n_Ecmcut_0p345.in,max_shell_num,20,20,PASS,yes,none
configs/v33n_cutoff_scan/config_v33n_Ecmcut_0p345.in,tolerance,1e-12,1e-12,PASS,yes,none
configs/v33n_cutoff_scan/config_v33n_Ecmcut_0p345.in,parity,-1,-1,PASS,yes,none
configs/v33n_cutoff_scan/config_v33n_Ecmcut_0p345.in,eig_tol,0.05,0.05,PASS,yes,none
configs/v33n_cutoff_scan/config_v33n_Ecmcut_0p345.in,norm_tol,1e-12,1e-12,PASS,yes,none
configs/v33n_cutoff_scan/config_v33n_Ecmcut_0p345.in,proj_tol,1e-10,1e-10,PASS,yes,none
configs/v33n_cutoff_scan/config_v33n_Ecmcut_0p345.in,waves_vec_1,0 1,0 1,PASS,yes,none
configs/v33n_cutoff_scan/config_v33n_Ecmcut_0p345.in,waves_vec_2,0,0,PASS,yes,none
configs/v33n_cutoff_scan/config_v33n_Ecmcut_0p345.in,scatter1_00,4.04,4.04,PASS,yes,none
configs/v33n_cutoff_scan/config_v33n_Ecmcut_0p345.in,scatter1_10,-43.2,-43.2,PASS,yes,none
configs/v33n_cutoff_scan/config_v33n_Ecmcut_0p345.in,scatter2_00,4.12,4.12,PASS,yes,none
configs/v33n_cutoff_scan/config_v33n_Ecmcut_0p355.in,xi,3.444,3.444,PASS,yes,none
configs/v33n_cutoff_scan/config_v33n_Ecmcut_0p355.in,atmK,0.09698,0.09698,PASS,yes,none
configs/v33n_cutoff_scan/config_v33n_Ecmcut_0p355.in,atmpi,0.06906,0.06906,PASS,yes,none
configs/v33n_cutoff_scan/config_v33n_Ecmcut_0p355.in,eta_1,1.0,1.0,PASS,yes,none
configs/v33n_cutoff_scan/config_v33n_Ecmcut_0p355.in,eta_2,0.5,0.5,PASS,yes,none
configs/v33n_cutoff_scan/config_v33n_Ecmcut_0p355.in,alpha,0.5,0.5,PASS,yes,none
configs/v33n_cutoff_scan/config_v33n_Ecmcut_0p355.in,epsilon_h,0.0,0.0,PASS,yes,none
configs/v33n_cutoff_scan/config_v33n_Ecmcut_0p355.in,max_shell_num,20,20,PASS,yes,none
configs/v33n_cutoff_scan/config_v33n_Ecmcut_0p355.in,tolerance,1e-12,1e-12,PASS,yes,none
configs/v33n_cutoff_scan/config_v33n_Ecmcut_0p355.in,parity,-1,-1,PASS,yes,none
configs/v33n_cutoff_scan/config_v33n_Ecmcut_0p355.in,eig_tol,0.05,0.05,PASS,yes,none
configs/v33n_cutoff_scan/config_v33n_Ecmcut_0p355.in,norm_tol,1e-12,1e-12,PASS,yes,none
configs/v33n_cutoff_scan/config_v33n_Ecmcut_0p355.in,proj_tol,1e-10,1e-10,PASS,yes,none
configs/v33n_cutoff_scan/config_v33n_Ecmcut_0p355.in,waves_vec_1,0 1,0 1,PASS,yes,none
configs/v33n_cutoff_scan/config_v33n_Ecmcut_0p355.in,waves_vec_2,0,0,PASS,yes,none
configs/v33n_cutoff_scan/config_v33n_Ecmcut_0p355.in,scatter1_00,4.04,4.04,PASS,yes,none
configs/v33n_cutoff_scan/config_v33n_Ecmcut_0p355.in,scatter1_10,-43.2,-43.2,PASS,yes,none
configs/v33n_cutoff_scan/config_v33n_Ecmcut_0p355.in,scatter2_00,4.12,4.12,PASS,yes,none
configs/v33n_cutoff_scan/config_v33n_Ecmcut_0p365.in,xi,3.444,3.444,PASS,yes,none
configs/v33n_cutoff_scan/config_v33n_Ecmcut_0p365.in,atmK,0.09698,0.09698,PASS,yes,none
configs/v33n_cutoff_scan/config_v33n_Ecmcut_0p365.in,atmpi,0.06906,0.06906,PASS,yes,none
configs/v33n_cutoff_scan/config_v33n_Ecmcut_0p365.in,eta_1,1.0,1.0,PASS,yes,none
configs/v33n_cutoff_scan/config_v33n_Ecmcut_0p365.in,eta_2,0.5,0.5,PASS,yes,none
configs/v33n_cutoff_scan/config_v33n_Ecmcut_0p365.in,alpha,0.5,0.5,PASS,yes,none
configs/v33n_cutoff_scan/config_v33n_Ecmcut_0p365.in,epsilon_h,0.0,0.0,PASS,yes,none
configs/v33n_cutoff_scan/config_v33n_Ecmcut_0p365.in,max_shell_num,20,20,PASS,yes,none
configs/v33n_cutoff_scan/config_v33n_Ecmcut_0p365.in,tolerance,1e-12,1e-12,PASS,yes,none
configs/v33n_cutoff_scan/config_v33n_Ecmcut_0p365.in,parity,-1,-1,PASS,yes,none
configs/v33n_cutoff_scan/config_v33n_Ecmcut_0p365.in,eig_tol,0.05,0.05,PASS,yes,none
configs/v33n_cutoff_scan/config_v33n_Ecmcut_0p365.in,norm_tol,1e-12,1e-12,PASS,yes,none
configs/v33n_cutoff_scan/config_v33n_Ecmcut_0p365.in,proj_tol,1e-10,1e-10,PASS,yes,none
configs/v33n_cutoff_scan/config_v33n_Ecmcut_0p365.in,waves_vec_1,0 1,0 1,PASS,yes,none
configs/v33n_cutoff_scan/config_v33n_Ecmcut_0p365.in,waves_vec_2,0,0,PASS,yes,none
configs/v33n_cutoff_scan/config_v33n_Ecmcut_0p365.in,scatter1_00,4.04,4.04,PASS,yes,none
configs/v33n_cutoff_scan/config_v33n_Ecmcut_0p365.in,scatter1_10,-43.2,-43.2,PASS,yes,none
configs/v33n_cutoff_scan/config_v33n_Ecmcut_0p365.in,scatter2_00,4.12,4.12,PASS,yes,none
output/v33p_gpu_classifier_all_irrep/fitter/fitter_classifier_accepted_sectors.in,xi,3.444,3.444,PASS,yes,none
output/v33p_gpu_classifier_all_irrep/fitter/fitter_classifier_accepted_sectors.in,atmK,0.09698,0.09698,PASS,yes,none
output/v33p_gpu_classifier_all_irrep/fitter/fitter_classifier_accepted_sectors.in,atmpi,0.06906,0.06906,PASS,yes,none
output/v33p_gpu_classifier_all_irrep/fitter/fitter_classifier_accepted_sectors.in,eta_1,1.0,1.0,PASS,yes,none
output/v33p_gpu_classifier_all_irrep/fitter/fitter_classifier_accepted_sectors.in,eta_2,0.5,0.5,PASS,yes,none
output/v33p_gpu_classifier_all_irrep/fitter/fitter_classifier_accepted_sectors.in,alpha,0.5,0.5,PASS,yes,none
output/v33p_gpu_classifier_all_irrep/fitter/fitter_classifier_accepted_sectors.in,epsilon_h,0.0,0.0,PASS,yes,none
output/v33p_gpu_classifier_all_irrep/fitter/fitter_classifier_accepted_sectors.in,max_shell_num,20,20,PASS,yes,none
output/v33p_gpu_classifier_all_irrep/fitter/fitter_classifier_accepted_sectors.in,tolerance,1e-12,1e-12,PASS,yes,none
output/v33p_gpu_classifier_all_irrep/fitter/fitter_classifier_accepted_sectors.in,parity,-1,-1,PASS,yes,none
output/v33p_gpu_classifier_all_irrep/fitter/fitter_classifier_accepted_sectors.in,eig_tol,0.05,0.05,PASS,yes,none
output/v33p_gpu_classifier_all_irrep/fitter/fitter_classifier_accepted_sectors.in,norm_tol,1e-12,1e-12,PASS,yes,none
output/v33p_gpu_classifier_all_irrep/fitter/fitter_classifier_accepted_sectors.in,proj_tol,1e-10,1e-10,PASS,yes,none
output/v33p_gpu_classifier_all_irrep/fitter/fitter_classifier_accepted_sectors.in,waves_vec_1,0 1,0 1,PASS,yes,none
output/v33p_gpu_classifier_all_irrep/fitter/fitter_classifier_accepted_sectors.in,waves_vec_2,0,0,PASS,yes,none
